0,gold formula
"( ( x_0 >= -0.9999 or x_2 <= -0.2229 ) until[19,inf] ( x_1 >= -0.6229 until[19,21] ( x_2 <= -0.2229 or x_2 <= -0.2229 ) ) )","always[14,inf] ( always[25,inf] ( ( eventually[18,25] ( not ( eventually ( ( x_0 <= -0.8344 or x_2 <= -0.4469 ) ) ) ) and always[21,inf] ( always[4,26] ( ( ( x_1 >= -2.2872 or x_0 >= -0.4053 ) and ( x_2 <= 0.8456 and x_1 >= -1.1062 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2299 or x_0 >= -0.2229 ) or eventually[19,21] ( ( x_1 <= 0.2229 or x_0 >= -0.2229 ) ) )","not ( ( always ( ( ( not ( eventually ( x_0 >= -1.4296 ) ) or ( not ( x_1 <= -1.2835 ) until[32,36] ( x_0 <= 0.977 and x_1 >= 0.2432 ) ) ) and not ( ( ( x_0 >= 0.1352 until[24,27] x_1 >= -0.7041 ) or ( x_1 <= -1.0799 or x_2 >= 0.7055 ) ) ) ) ) and eventually[33,35] ( eventually[14,30] ( eventually[3,5] ( ( ( x_2 >= -1.2279 and x_2 <= -0.2866 ) or ( x_0 <= 0.0729 until[12,28] x_2 >= 0.3403 ) ) ) ) ) ) )"
"( x_2 >= -0.0929 until[19,inf] always[19,21] ( x_2 >= 0.6922 ) )","eventually[7,inf] ( ( ( always ( ( eventually[29,33] ( ( x_0 >= 0.3196 and x_1 <= 0.5753 ) ) or not ( not ( x_0 <= -1.0195 ) ) ) ) or eventually ( not ( eventually[7,29] ( ( x_1 <= 0.3361 or x_2 >= -0.6281 ) ) ) ) ) until always[21,inf] ( not ( always[16,29] ( ( ( x_1 >= 1.072 and x_0 <= -1.5604 ) or not ( x_2 >= 0.2411 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 >= -0.2529 )","eventually[4,23] ( always ( always[7,30] ( not ( not ( eventually[28,33] ( not ( x_0 <= -0.1415 ) ) ) ) ) ) )"
"eventually[11,inf] ( ( x_2 <= -0.7922 or x_2 <= -0.7922 ) )","eventually[14,inf] ( eventually ( ( not ( always[26,31] ( eventually[1,25] ( always ( x_2 >= -0.6297 ) ) ) ) or ( ( not ( always[9,13] ( x_1 <= -1.7283 ) ) until[12,20] ( not ( x_0 <= -2.1105 ) and not ( x_1 >= -0.5677 ) ) ) until[4,24] always[10,27] ( not ( eventually ( x_1 <= 1.0636 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_1 <= -0.0929 until[19,21] x_2 >= 1.0999 ) )","( not ( not ( not ( ( eventually ( not ( x_2 >= -0.9583 ) ) and ( ( x_1 <= 0.6178 and x_1 <= -0.0666 ) until[22,inf] not ( x_1 <= -1.7167 ) ) ) ) ) ) until[7,21] always[9,inf] ( not ( not ( ( ( ( x_2 >= -1.8128 or x_2 <= 0.2643 ) and always ( x_1 <= 0.2475 ) ) until ( always[31,33] ( x_2 <= -1.5908 ) or ( x_2 <= 0.9451 or x_0 <= 0.9633 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0299 until[19,21] x_2 >= 0.1999 ) until[19,21] ( x_0 >= 0.1929 until[19,21] x_2 >= 0.1922 ) )","( not ( ( not ( not ( ( not ( x_1 >= 0.6994 ) and ( x_2 >= 0.8615 and x_2 <= 0.9382 ) ) ) ) until[4,inf] eventually[24,30] ( ( not ( ( x_2 <= 0.7254 or x_1 >= 0.6516 ) ) and eventually[1,inf] ( not ( x_0 <= 0.294 ) ) ) ) ) ) until[24,27] eventually[7,9] ( not ( always ( always[26,28] ( ( not ( x_2 >= 0.2976 ) or ( x_0 <= -0.0609 or x_0 >= 0.5196 ) ) ) ) ) ) )"
"( ( x_1 >= -1.2229 or x_2 <= 0.6229 ) or ( x_1 <= -0.9229 or ( x_1 <= -0.6222 or ( x_0 >= -0.2229 until[19,21] x_1 <= -0.2229 ) ) ) )","not ( not ( ( eventually[4,17] ( not ( ( always[29,inf] ( x_1 >= 0.5417 ) and ( x_0 <= 1.2654 until[2,29] x_1 >= 0.0485 ) ) ) ) or ( not ( ( ( x_2 >= 0.9824 and x_0 <= -1.0775 ) until[31,inf] eventually[25,inf] ( x_1 <= -1.9036 ) ) ) or always[26,inf] ( eventually[34,inf] ( ( x_2 <= 0.1671 until[18,20] x_2 >= -0.8954 ) ) ) ) ) ) )"
"( x_0 >= -0.9295 until[19,inf] ( x_1 <= -0.4222 until[19,21] x_2 <= -0.8922 ) )","eventually[5,21] ( eventually[13,23] ( ( not ( always[6,10] ( not ( ( x_2 <= -1.1536 or x_0 >= 0.0197 ) ) ) ) and not ( always[27,35] ( ( not ( x_1 <= -0.3138 ) or ( x_1 <= 1.0396 and x_2 >= 0.8309 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2229 or ( x_1 <= -0.9222 until[16,18] x_2 >= -0.2222 ) ) until[16,19] ( x_1 <= -0.9222 or x_0 <= -0.9922 ) )","( ( not ( not ( eventually[21,28] ( not ( not ( x_0 >= -0.581 ) ) ) ) ) until eventually[15,26] ( not ( ( ( not ( x_1 <= 0.6557 ) or ( x_2 <= 0.7882 and x_2 <= 0.9603 ) ) or always[7,24] ( eventually[7,13] ( x_1 >= -0.9623 ) ) ) ) ) ) or ( ( ( ( always[23,inf] ( not ( x_1 >= -0.742 ) ) and ( ( x_2 <= 0.1248 until[20,inf] x_0 >= 0.7225 ) and eventually[21,24] ( x_2 >= -0.1766 ) ) ) or not ( always[11,15] ( eventually[10,23] ( x_2 >= -1.1795 ) ) ) ) and always ( not ( not ( not ( x_2 >= -0.3161 ) ) ) ) ) until[20,23] not ( not ( ( eventually ( always[17,26] ( x_0 <= 0.5748 ) ) and not ( not ( x_0 <= -0.868 ) ) ) ) ) ) )"
"( ( x_0 <= -0.9229 or x_2 <= 0.6922 ) until[19,21] ( x_2 <= -0.2922 or x_2 <= -0.2922 ) )","not ( not ( ( ( not ( ( always[27,30] ( x_0 <= 0.5263 ) and ( x_1 >= -0.9014 and x_0 >= 0.1902 ) ) ) or eventually[3,28] ( ( ( x_0 >= 0.4813 and x_2 >= 0.7025 ) or ( x_1 <= -1.4961 and x_2 >= 0.66 ) ) ) ) and eventually[11,36] ( eventually[13,18] ( eventually[17,27] ( not ( x_2 >= 0.8431 ) ) ) ) ) ) )"
( x_2 >= 0.0129 or ( x_1 <= -0.2229 or ( x_2 <= -0.0229 or x_2 <= -0.0229 ) ) ),"not ( not ( ( ( always[29,33] ( eventually[19,31] ( ( x_1 <= 0.2618 until[8,22] x_2 >= 0.6364 ) ) ) or always[11,34] ( eventually[21,24] ( eventually[20,inf] ( x_1 <= -1.2304 ) ) ) ) or eventually[21,29] ( not ( ( ( x_2 >= 0.1147 or x_2 >= -0.4962 ) and ( x_1 >= -0.0427 and x_2 <= -0.1052 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2223 or x_0 >= 0.9223 ) until[19,inf] ( x_1 <= -0.2222 until[16,21] x_1 <= -0.2222 ) )","not ( ( not ( not ( ( ( ( x_2 <= 1.6255 until[12,35] x_0 <= -0.6813 ) and ( x_1 >= 0.716 and x_1 >= 0.7204 ) ) and ( eventually[30,35] ( x_1 <= -0.2271 ) or ( x_1 >= -1.4938 until[5,34] x_1 <= 1.4215 ) ) ) ) ) or ( ( ( eventually[25,31] ( not ( x_1 <= -0.1238 ) ) or ( not ( x_1 >= -0.8084 ) or always[32,36] ( x_1 >= -2.2021 ) ) ) and not ( ( not ( x_0 <= 0.5277 ) until[22,inf] ( x_0 >= 0.0573 or x_0 <= -0.4322 ) ) ) ) or eventually[24,36] ( eventually ( ( not ( x_1 <= -0.0229 ) or ( x_0 <= 1.6267 until x_2 <= 0.6057 ) ) ) ) ) ) )"
"( x_2 >= 0.3229 until[19,21] ( x_1 >= 2.0222 until[16,18] x_1 >= 0.2222 ) )","( not ( not ( not ( ( ( not ( x_2 >= 0.0363 ) and ( x_2 >= 1.2091 or x_1 >= -1.8941 ) ) and ( always[20,23] ( x_1 <= -0.3495 ) until[26,31] eventually[25,36] ( x_2 <= 0.302 ) ) ) ) ) ) and ( always[12,23] ( not ( not ( ( ( x_2 >= 1.2711 and x_1 >= 2.339 ) and ( x_2 <= 1.5633 or x_2 <= -1.6661 ) ) ) ) ) until[13,inf] not ( eventually[2,17] ( ( ( not ( x_0 >= 2.1384 ) until[6,inf] ( x_0 >= 0.3239 or x_2 <= 0.6792 ) ) and ( ( x_1 <= -1.0138 or x_2 >= -0.9754 ) until[6,25] ( x_2 >= -0.4581 until x_2 >= -0.7096 ) ) ) ) ) ) )"
"( ( x_0 <= -0.5229 until[19,21] ( x_0 <= -0.5222 or x_2 >= -0.2922 ) ) until[19,21] ( x_0 <= -0.5922 or ( x_0 <= -0.5922 or x_2 <= -0.2922 ) ) )","( always[7,inf] ( not ( ( ( ( ( x_2 <= -0.8909 or x_0 <= 0.4709 ) or ( x_2 <= -0.7655 or x_1 <= 1.676 ) ) or eventually[15,32] ( ( x_0 <= -1.6897 and x_1 <= -2.4437 ) ) ) and ( ( not ( x_1 <= 1.6528 ) and ( x_0 <= 0.8799 or x_2 <= 0.3412 ) ) or always[11,inf] ( ( x_0 <= 0.1408 or x_0 >= -0.78 ) ) ) ) ) ) until[2,19] not ( not ( ( not ( ( ( x_0 <= 0.621 or x_2 >= -0.5283 ) and eventually[0,32] ( x_2 <= -1.0389 ) ) ) or eventually ( ( ( x_2 >= 0.6787 and x_0 >= 0.6216 ) until not ( x_0 >= -0.5097 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6229 until[19,21] x_0 <= -0.2229 ) or ( x_2 <= -0.2229 until[19,21] x_2 <= -0.6229 ) )","( not ( ( always[14,inf] ( not ( not ( ( x_2 <= -1.5713 and x_0 >= 1.2851 ) ) ) ) until always ( always ( ( ( x_0 >= -0.949 and x_2 <= -1.016 ) and not ( x_0 >= -0.7886 ) ) ) ) ) ) until[4,7] always[14,18] ( ( ( ( always ( ( x_0 >= 2.0587 and x_1 <= 0.6256 ) ) until[3,15] ( always[28,36] ( x_1 >= 0.3335 ) or not ( x_0 <= 1.3625 ) ) ) and not ( ( not ( x_1 >= -1.2756 ) and not ( x_1 >= -0.4134 ) ) ) ) or eventually[13,inf] ( ( ( ( x_1 >= -0.108 and x_0 >= -1.6015 ) or ( x_2 <= 0.1654 or x_0 <= 0.2932 ) ) and ( always[5,13] ( x_0 <= -0.3015 ) or eventually[30,36] ( x_2 <= -0.8761 ) ) ) ) ) ) )"
"( ( x_2 <= -0.9222 or x_0 <= -0.9229 ) until[19,21] ( x_2 <= -0.2922 or x_1 <= -1.2222 ) )","eventually[6,inf] ( ( ( eventually[29,inf] ( not ( ( ( x_1 <= 0.7283 until[6,16] x_2 >= 1.6531 ) and ( x_2 <= 0.3291 and x_2 >= 0.7153 ) ) ) ) and always[24,36] ( ( eventually[17,21] ( ( x_0 <= -0.7925 until[12,25] x_0 >= -1.7104 ) ) or always[29,34] ( eventually[10,23] ( x_2 <= -1.2821 ) ) ) ) ) or ( ( eventually ( always[33,36] ( eventually[0,11] ( x_0 <= -0.4276 ) ) ) and eventually ( eventually[14,inf] ( ( x_0 >= -1.0702 and x_2 <= 0.0815 ) ) ) ) and always[11,16] ( ( ( ( x_1 <= -0.8096 or x_1 >= -0.7492 ) and always ( x_2 <= -0.7828 ) ) or ( ( x_2 >= 0.4461 or x_1 >= 0.657 ) and ( x_0 <= 1.3187 and x_0 >= 0.4954 ) ) ) ) ) ) )"
"( ( x_0 >= -0.1929 until[19,inf] x_2 <= -0.2229 ) until[19,21] always[19,21] ( ( x_1 <= 0.4229 or x_0 >= 0.0223 ) ) )","( eventually[5,24] ( not ( not ( ( not ( ( x_0 <= -2.5442 or x_1 >= 0.458 ) ) or eventually[4,11] ( ( x_1 <= -0.553 and x_0 <= 0.3949 ) ) ) ) ) ) until not ( eventually ( eventually[27,32] ( ( eventually ( not ( x_0 >= 0.053 ) ) or ( ( x_2 >= -0.6719 or x_2 >= -0.9388 ) until always[24,32] ( x_2 >= -0.2792 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 >= 1.7922 )","always ( always[9,30] ( eventually[12,inf] ( not ( eventually[20,22] ( ( eventually[31,36] ( x_1 <= -0.6703 ) or not ( x_1 >= 1.7816 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2229 or ( x_0 >= -0.2229 until[19,21] x_1 >= -0.2222 ) ) until[19,21] ( x_1 >= -0.2222 or x_1 >= -0.2922 ) )","always[9,30] ( eventually[1,5] ( ( not ( ( ( ( x_2 >= 1.3733 until[14,21] x_1 <= -1.3533 ) or ( x_0 <= 0.54 or x_1 <= 0.6273 ) ) or always[5,32] ( ( x_0 >= -0.9552 until[25,inf] x_1 <= -1.435 ) ) ) ) or ( ( ( ( x_1 <= 0.3763 until[31,33] x_0 >= -0.1555 ) or not ( x_0 >= 0.8045 ) ) and ( ( x_2 <= -0.4084 until[18,24] x_1 <= 0.5781 ) and not ( x_0 >= 0.855 ) ) ) until[12,inf] eventually[4,21] ( ( not ( x_1 <= -0.7987 ) and not ( x_1 >= 0.2956 ) ) ) ) ) ) )"
"( x_2 <= 0.7929 or ( x_1 <= -0.2929 until[19,21] ( x_0 >= -0.2222 or x_2 >= -0.2922 ) ) )","( ( eventually[8,17] ( eventually[21,24] ( ( always[34,36] ( always[15,26] ( x_2 <= 0.3529 ) ) and not ( ( x_1 <= 0.3248 and x_1 >= -0.465 ) ) ) ) ) and always[23,30] ( ( eventually[21,34] ( ( eventually[16,35] ( x_0 >= 0.8837 ) and not ( x_0 >= -0.4535 ) ) ) or ( always[13,20] ( ( x_0 <= 1.0485 or x_2 <= -0.9357 ) ) or ( not ( x_2 >= -1.2732 ) and ( x_2 <= -0.8548 and x_1 <= 0.6886 ) ) ) ) ) ) or always[9,35] ( not ( always[14,29] ( not ( ( not ( x_1 <= 1.1214 ) or ( x_1 <= 0.7954 until[16,26] x_2 <= 0.6354 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2229 or x_1 <= -0.6999 ) or ( x_2 <= -0.2229 until[19,21] ( x_0 <= -0.2229 or x_0 <= -0.2222 ) ) )","( ( not ( always[18,20] ( ( always[10,17] ( ( x_0 >= -0.9706 and x_0 <= 0.6107 ) ) or eventually[12,inf] ( not ( x_2 >= -0.7322 ) ) ) ) ) until not ( always[30,inf] ( eventually[6,30] ( ( ( x_1 <= 0.2117 and x_0 <= -0.4981 ) and not ( x_1 <= 1.484 ) ) ) ) ) ) or always[31,inf] ( not ( ( always[13,25] ( ( ( x_2 >= -0.693 and x_1 <= -1.1991 ) or always[4,33] ( x_0 >= -0.0013 ) ) ) and eventually[23,inf] ( always ( always[28,inf] ( x_1 >= -1.4313 ) ) ) ) ) ) )"
"( x_0 >= -0.3924 until[19,21] eventually[16,18] ( x_1 <= 0.1922 ) )","( eventually ( ( ( ( eventually[8,12] ( ( x_1 <= -0.2171 and x_1 >= 0.8519 ) ) or always[24,34] ( not ( x_0 <= 0.0995 ) ) ) and always[24,28] ( ( not ( x_1 >= -0.0573 ) or ( x_1 <= -2.2696 or x_1 <= 0.2562 ) ) ) ) or ( always[32,35] ( not ( always ( x_0 <= 0.8938 ) ) ) or not ( not ( not ( x_2 <= 1.8537 ) ) ) ) ) ) until[9,inf] eventually[1,inf] ( not ( not ( ( eventually[7,21] ( ( x_1 <= 0.4997 and x_1 <= -1.7322 ) ) or ( eventually ( x_1 <= 0.0043 ) and always[34,36] ( x_0 >= 0.1615 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_2 >= -0.2929 ) or eventually[19,21] ( always[16,inf] ( x_0 >= -1.2299 ) ) )","eventually[21,29] ( always[6,inf] ( eventually[12,17] ( eventually[12,24] ( not ( ( ( x_2 <= 0.5319 and x_2 <= 0.2816 ) until[6,20] not ( x_0 >= -1.2996 ) ) ) ) ) ) )"
"( ( x_0 <= 0.4299 until[19,21] ( x_1 <= 0.0229 until[19,21] x_1 <= 0.0229 ) ) until[19,21] ( x_1 <= 0.0229 until[19,21] x_2 <= 0.4229 ) )","always ( ( ( not ( always[27,31] ( eventually[0,20] ( always[12,26] ( x_1 <= -0.421 ) ) ) ) or not ( always[22,inf] ( always[22,inf] ( always ( x_1 <= -0.1317 ) ) ) ) ) and ( ( eventually[20,31] ( not ( ( x_2 >= 0.8648 or x_1 <= 0.1089 ) ) ) until[20,inf] ( not ( ( x_2 >= -0.9744 or x_0 >= 0.3165 ) ) or not ( eventually[4,11] ( x_0 >= 0.1818 ) ) ) ) and not ( eventually[2,13] ( not ( eventually[25,27] ( x_1 <= 0.6698 ) ) ) ) ) ) )"
"( ( x_0 <= -0.6299 or x_2 >= -0.6929 ) until[16,18] ( x_0 <= -0.2929 or x_1 <= -0.9999 ) )","always ( ( not ( ( not ( not ( ( x_0 >= -0.5668 until[23,36] x_1 >= 2.6359 ) ) ) or always[15,24] ( ( ( x_0 <= -0.3753 or x_2 <= 0.8394 ) and ( x_0 >= -0.0651 or x_0 >= 0.9858 ) ) ) ) ) until[23,30] not ( not ( always ( not ( not ( x_0 >= -1.7793 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6229 or x_1 <= -0.6999 ) until[19,21] ( x_2 <= -0.2929 or ( x_0 <= -0.2929 or x_2 <= -0.2922 ) ) )","eventually[32,35] ( not ( ( not ( always ( ( ( x_2 <= -0.3727 and x_1 >= -0.4013 ) until[18,23] ( x_2 >= -0.0185 or x_1 >= -0.7803 ) ) ) ) until always ( ( ( eventually[4,19] ( x_1 >= 1.1465 ) or always[17,26] ( x_2 <= -0.1324 ) ) or not ( ( x_2 <= 0.818 until[1,inf] x_1 <= 0.7648 ) ) ) ) ) ) )"
"always[19,inf] ( x_0 >= 0.5524 )","always[16,26] ( not ( eventually[17,inf] ( ( eventually[10,16] ( always[20,30] ( not ( x_0 >= 0.4863 ) ) ) or ( eventually[4,8] ( ( x_0 <= 0.2244 or x_0 <= 0.9938 ) ) until[2,19] not ( ( x_1 >= -0.7847 or x_0 >= 1.3882 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 <= -0.5522 )","( eventually ( ( ( not ( not ( ( x_1 >= -0.3124 until[28,33] x_1 <= -1.8214 ) ) ) and ( not ( ( x_0 >= -0.3277 and x_0 <= 0.3571 ) ) and always[19,25] ( always[3,21] ( x_2 <= 0.6468 ) ) ) ) or ( always[3,11] ( eventually[20,26] ( eventually[28,31] ( x_1 <= -0.5236 ) ) ) until[31,33] not ( ( ( x_0 <= -1.4752 or x_1 >= 0.1245 ) and not ( x_2 <= 0.0441 ) ) ) ) ) ) and eventually[23,34] ( always[12,inf] ( ( always[19,32] ( not ( not ( x_0 <= -0.6249 ) ) ) or ( ( ( x_2 >= 0.6038 until[25,35] x_0 <= 0.4725 ) or ( x_1 <= 0.4684 and x_2 <= 2.3883 ) ) or eventually[15,31] ( ( x_0 <= -0.6453 and x_1 >= 0.9978 ) ) ) ) ) ) )"
"eventually[11,inf] ( always[19,inf] ( x_2 >= -0.6922 ) )","always[19,inf] ( eventually[1,10] ( always[3,10] ( eventually[29,inf] ( not ( not ( not ( x_2 <= -0.6335 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_1 >= -0.1929 ) until[19,21] ( x_0 >= -0.2922 or ( x_1 <= -0.2222 or x_1 <= -0.2222 ) ) )","always[18,27] ( not ( ( eventually[16,inf] ( ( not ( ( x_0 >= -1.86 or x_0 >= -1.6928 ) ) or ( not ( x_2 >= 0.4054 ) and not ( x_1 <= -0.7619 ) ) ) ) or eventually[12,16] ( not ( always[4,inf] ( ( x_0 <= -1.9918 or x_1 >= 0.0268 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2229 or x_1 <= 0.2229 ) or ( x_1 <= -0.2229 or ( x_2 <= -0.2229 until[19,21] x_2 <= -0.2229 ) ) )","always[8,27] ( not ( ( always[27,inf] ( ( ( ( x_1 >= -0.7921 until[26,34] x_1 >= -3.4123 ) and eventually[11,33] ( x_1 >= 0.055 ) ) until[7,10] ( ( x_2 >= -2.234 and x_2 >= -0.4412 ) and ( x_2 <= 1.0708 and x_2 >= -1.522 ) ) ) ) and ( not ( eventually[21,31] ( ( x_2 >= -0.2481 until x_1 >= 1.3089 ) ) ) until[27,inf] not ( ( ( x_2 >= 1.6276 and x_0 >= 0.7572 ) and ( x_2 <= -1.7455 until x_2 >= 0.5038 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_0 >= 1.5924 ) until[19,21] ( x_2 >= -0.2222 or x_2 >= -0.2224 ) )","( not ( always ( always[14,17] ( always[13,32] ( not ( ( x_2 >= 0.2535 until[2,4] x_0 >= 1.6665 ) ) ) ) ) ) and always[8,16] ( ( not ( eventually[18,30] ( ( ( x_2 >= 0.5448 until[19,33] x_0 <= -0.5345 ) or ( x_1 <= 0.922 and x_1 <= -0.9349 ) ) ) ) and not ( eventually[10,29] ( ( not ( x_1 >= -0.9883 ) until[18,23] always[21,30] ( x_2 <= 0.5695 ) ) ) ) ) ) )"
"( x_1 >= -1.0999 until[19,inf] ( x_2 <= -0.2229 until[19,21] x_2 <= -0.2222 ) )","( always ( not ( eventually[5,21] ( always ( ( eventually[17,21] ( x_2 >= -0.1397 ) or not ( x_1 >= -0.9894 ) ) ) ) ) ) until[29,36] eventually[5,inf] ( not ( always[7,13] ( always[4,inf] ( ( not ( x_0 >= -0.2038 ) and ( x_1 >= -0.1016 and x_0 <= 0.2771 ) ) ) ) ) ) )"
( ( x_2 >= -0.6229 or x_1 <= 0.9229 ) or ( x_0 >= -0.2229 or ( x_1 <= 0.9229 or x_1 <= 0.9229 ) ) ),"not ( always[3,14] ( ( eventually[13,25] ( ( ( always[24,35] ( x_0 >= 0.9082 ) and ( x_0 <= 1.0255 and x_2 <= -1.6937 ) ) or not ( always[28,32] ( x_2 >= -0.8357 ) ) ) ) and ( not ( eventually[30,33] ( ( x_0 <= -0.0818 until[14,18] x_0 <= 2.1297 ) ) ) and not ( ( ( x_1 <= 1.381 or x_0 >= 0.1885 ) or always[20,27] ( x_0 >= -0.2245 ) ) ) ) ) ) )"
"( x_0 <= -1.2229 until[19,21] x_0 <= 0.462 )","( eventually[19,inf] ( not ( ( ( not ( ( x_0 >= 1.3543 until x_0 <= 0.3364 ) ) until[25,35] eventually[18,29] ( ( x_1 <= -2.1341 and x_0 <= -0.898 ) ) ) or not ( not ( ( x_0 >= -0.8974 and x_0 >= 0.3859 ) ) ) ) ) ) until eventually ( always[5,inf] ( not ( ( always ( eventually ( x_1 >= 0.4013 ) ) and not ( ( x_0 <= 1.0501 and x_0 <= 2.4626 ) ) ) ) ) ) )"
"( ( x_1 >= -1.6222 or x_1 <= -0.2222 ) or ( x_0 >= -0.2222 until[19,21] x_1 <= -0.2222 ) )","always[32,36] ( eventually ( ( always[2,4] ( eventually ( ( eventually[15,24] ( x_2 <= -0.7953 ) and not ( x_1 >= -2.482 ) ) ) ) or ( ( ( ( x_2 <= -1.6423 and x_2 >= -0.7488 ) until always[33,36] ( x_2 >= 0.1581 ) ) or ( ( x_1 >= 1.0963 or x_1 >= -1.7292 ) or not ( x_0 <= -0.3581 ) ) ) or always[26,35] ( ( not ( x_1 >= -1.4156 ) and eventually[3,23] ( x_1 <= 0.1954 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2223 until[19,21] ( x_1 <= -1.4229 until[16,18] x_1 <= -0.2229 ) ) until[19,21] ( x_0 >= -0.2223 until[16,18] x_1 <= -0.2224 ) )","always[9,inf] ( always[21,32] ( ( not ( always[22,26] ( eventually[21,31] ( not ( x_0 >= 0.8216 ) ) ) ) and not ( always ( eventually[17,35] ( ( x_1 >= -1.7407 or x_0 >= -0.2801 ) ) ) ) ) ) )"
"( x_0 >= -0.4929 until[19,21] ( x_0 <= -0.5229 until[16,18] x_0 <= -0.5922 ) )","( eventually[20,25] ( always[6,31] ( ( not ( ( ( x_0 >= 0.0128 or x_2 >= 1.8537 ) or ( x_0 >= 0.6163 and x_2 >= -0.7621 ) ) ) or ( ( always[4,21] ( x_0 >= 0.4648 ) and not ( x_0 <= -0.7974 ) ) or always[9,inf] ( eventually[12,32] ( x_2 >= -1.8106 ) ) ) ) ) ) and not ( not ( ( eventually[22,inf] ( eventually[18,22] ( not ( x_0 >= -0.4662 ) ) ) and always[22,33] ( eventually[1,28] ( ( x_0 >= -0.3033 until[5,inf] x_0 <= -0.6063 ) ) ) ) ) ) )"
"always[11,inf] ( x_0 >= 1.2224 )","always[3,inf] ( eventually[2,inf] ( not ( not ( always[25,inf] ( always[6,35] ( eventually[11,inf] ( x_0 >= 1.2676 ) ) ) ) ) ) )"
"( x_0 >= -0.9929 or ( x_2 <= -0.2922 until[16,20] x_0 >= -1.0299 ) )","( ( always[31,inf] ( ( eventually[22,27] ( always[4,inf] ( ( x_1 <= 1.4325 and x_2 <= 0.1183 ) ) ) and always[8,30] ( always ( always[30,36] ( x_1 <= 0.4379 ) ) ) ) ) or ( ( not ( eventually[1,10] ( eventually[21,inf] ( x_1 <= 1.0152 ) ) ) and not ( not ( not ( x_0 <= 0.1841 ) ) ) ) or ( ( not ( not ( x_0 <= -1.2702 ) ) and ( always ( x_2 <= 0.1204 ) and not ( x_2 >= -0.0695 ) ) ) or not ( eventually[4,28] ( ( x_2 <= 0.4971 and x_0 <= -0.986 ) ) ) ) ) ) or eventually[31,34] ( ( not ( not ( not ( ( x_1 >= -2.0541 or x_2 >= -0.7176 ) ) ) ) until[22,27] always[28,inf] ( not ( ( always[10,inf] ( x_0 <= -0.0834 ) or not ( x_2 >= 0.0704 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 >= 2.1222 )","( always[7,28] ( not ( always[2,29] ( not ( eventually[33,35] ( not ( x_1 <= 2.3896 ) ) ) ) ) ) and not ( not ( ( not ( ( ( x_1 >= -0.9104 and x_0 <= 0.8047 ) until eventually[32,36] ( x_1 <= -2.1428 ) ) ) until[27,34] not ( not ( always[8,12] ( x_2 >= -1.0446 ) ) ) ) ) ) )"
"( x_1 >= -0.2922 or always[19,21] ( x_1 >= -1.7922 ) )","not ( ( eventually[12,19] ( ( eventually[32,34] ( ( not ( x_1 <= -0.0402 ) and ( x_1 <= -1.9283 and x_2 >= -0.693 ) ) ) until[7,15] not ( not ( not ( x_2 <= -1.7466 ) ) ) ) ) and always[18,23] ( always[24,29] ( not ( ( not ( x_0 >= -0.9052 ) and not ( x_1 <= -0.4995 ) ) ) ) ) ) )"
"( ( x_2 >= -0.9222 until[19,21] x_1 >= -0.6922 ) or ( x_0 >= -0.2922 until[16,18] ( x_0 >= -0.2222 or x_2 >= -0.2222 ) ) )","eventually[20,32] ( always[14,36] ( eventually ( eventually ( ( ( not ( x_2 <= -0.6194 ) until[30,33] ( x_0 <= -0.3926 and x_1 >= -1.5404 ) ) or ( ( x_1 >= -0.4399 and x_0 >= -0.5412 ) or not ( x_2 <= 1.6836 ) ) ) ) ) ) )"
"( ( x_0 >= -0.9299 or x_2 >= -0.9229 ) until[16,18] ( x_0 >= -0.9929 or x_2 <= -0.9922 ) )","not ( eventually[18,20] ( ( ( not ( not ( eventually[0,inf] ( x_0 <= 1.2583 ) ) ) and eventually ( eventually[2,9] ( not ( x_0 >= 1.2857 ) ) ) ) until[24,27] ( not ( ( ( x_2 <= -0.3601 or x_2 >= 0.0224 ) and not ( x_0 <= -1.2434 ) ) ) or ( eventually[19,21] ( always[6,23] ( x_0 >= -0.4916 ) ) and always[21,28] ( not ( x_0 <= 0.881 ) ) ) ) ) ) )"
