0,gold formula
"(((x_2<= 0.1864orx_2>=-0.2884)until[22,34](x_2>= 0.2864orx_2>=-0.2888))and((x_2<=-0.2834orx_2<=-0.2882)until[22,28](x_2<=-0.2814andx_2<=-0.2882)))until[12,25]not(((x_2<= 0.2813orx_2<=-0.2882)and(x_2<=-0.2813orx_2<=-0.2822))))","eventually[29,31] ( ( eventually ( ( ( ( x_2 >= -0.2333 and x_2 <= -0.6424 ) or ( x_2 <= -0.279 and x_0 >= -0.9185 ) ) until eventually[12,19] ( ( x_2 >= -0.4127 until x_1 <= 1.6752 ) ) ) ) until always ( not ( always[29,35] ( ( x_1 <= 1.3873 until[5,8] x_1 <= 0.231 ) ) ) ) ) )"
"(((x_2<=-0.1854orx_2<=-0.188)or(x_2>=-0.2864orx_2>=-0.2888))or((x_2<=-0.1814orx_2>=-0.288)or(x_2<=-0.2814until[22,34]x_2>=-0.288)))or(((x_2<=-0.1814until[22,34]x_2<=-0.288)or(x_2<=-0.2813until[28,34]x_2<=-0.2882))or((x_2<=-0.1871orx_2<=-0.2882)or(x_2<=-0.1819orx_2<=-0.2888))))","( not ( ( ( ( ( x_1 <= -0.22 until[7,19] x_1 <= -0.4311 ) until[32,34] ( x_2 >= 0.3053 until x_2 >= -0.2885 ) ) and ( not ( x_2 >= 0.3744 ) until[21,inf] eventually[10,33] ( x_1 >= 0.1006 ) ) ) or not ( always[24,36] ( ( x_2 >= 0.5736 or x_2 >= -1.3746 ) ) ) ) ) and eventually[26,32] ( not ( always ( ( ( x_1 <= 1.616 until x_2 <= -0.3256 ) and not ( x_2 >= 0.8157 ) ) ) ) ) )"
"(((x_1<= 0.2877orx_2<=-0.288)or(x_2<=-0.2864orx_2>=-0.2888))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.288)))until[12,25]not(((x_1<=-0.2874orx_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.2882))))","( not ( always[15,24] ( ( eventually[13,inf] ( not ( x_2 >= 0.873 ) ) until[18,21] not ( always[0,inf] ( x_1 <= -0.064 ) ) ) ) ) until[9,inf] eventually ( not ( ( ( ( x_2 <= 1.181 or x_0 >= 0.8573 ) until[22,24] ( x_0 <= -0.5405 and x_1 >= -1.3451 ) ) and ( ( x_1 <= 1.0246 or x_1 >= 0.4877 ) and ( x_0 >= -0.672 or x_2 >= -2.4436 ) ) ) ) ) )"
"(((x_0<= 0.1877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))or((x_2<=-0.2834orx_2<=-0.288)or(x_2<=-0.2834until[28,32]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873andx_2<=-0.2882))or((x_2<=-0.2819until[28,36]x_2<=-0.2822)or(x_2<=-0.2871andx_2<=-0.2887))))","always ( eventually[29,33] ( ( always[2,33] ( not ( ( x_0 >= -0.1476 until[17,inf] x_1 <= 0.4333 ) ) ) or ( always[6,31] ( ( x_2 >= 0.3078 or x_0 >= 0.7752 ) ) until[33,35] always ( ( x_2 >= 0.5709 or x_0 <= 1.9082 ) ) ) ) ) )"
"(((x_0<= 0.1857orx_2>=-0.288)or(x_2>= 0.2864orx_2>=-0.2888))until[22,34]((x_2>=-0.2834orx_2>=-0.288)or(x_2>=-0.2834orx_2>=-0.288)))until[12,28]not(((x_2<= 0.2834orx_2>=-0.288)or(x_2<= 0.2883orx_2<=-0.2882))))","always[18,inf] ( ( not ( ( ( eventually[0,11] ( x_2 >= -0.0541 ) and ( x_2 <= 0.1577 and x_0 <= -0.9012 ) ) or ( not ( x_0 >= -0.1856 ) or ( x_2 <= -0.2452 until[3,inf] x_2 >= -2.1373 ) ) ) ) until always[1,inf] ( eventually[29,35] ( ( ( x_0 <= -1.6382 or x_0 >= -0.0513 ) or eventually[34,36] ( x_2 <= -0.9581 ) ) ) ) ) )"
"(((x_0<= 0.2877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2863orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2873orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2873orx_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2887))))","( ( always[2,21] ( ( not ( ( x_0 >= 0.2694 or x_1 >= -0.4523 ) ) and not ( ( x_1 >= 0.8381 and x_2 >= -0.2315 ) ) ) ) until[21,31] ( not ( eventually[23,29] ( ( x_0 <= 1.3768 and x_2 >= -0.5398 ) ) ) or ( not ( ( x_0 <= 0.3551 and x_0 <= -1.4416 ) ) and not ( ( x_2 >= 1.6273 until[5,11] x_0 >= -0.4202 ) ) ) ) ) or eventually ( eventually[8,25] ( always[6,30] ( ( ( x_2 <= 2.1242 and x_0 >= -0.1113 ) until[11,21] ( x_2 >= 0.0849 or x_1 >= -0.5861 ) ) ) ) ) )"
"((((x_2<= 0.2877andx_2>= 0.288)or(x_2>= 0.2864orx_2>=-0.2887))or((x_2<=-0.2814orx_2<=-0.288)or(x_2<= 0.2864until[22,34]x_2<=-0.288)))or(((x_2<= 0.2874until[22,34]x_2<=-0.282)or(x_2<= 0.2813andx_2<=-0.2822))or((x_2<= 0.2811until[24,34]x_2<=-0.2822)and(x_2<=-0.2811andx_2<=-0.2822))))or((((x_2<= 0.2877until[22,34](x_2<=-0.2871))or((x_2<= 0.2899orx_2<=-0.2888)and(x_2<= 0.2899andx_2<=-0.2888)))until[19,34]not(((x_2<= 0.2999andx_2<= 0.2829)and(x_2>= 0.18999andx_2>=-0.2829))))))","not ( ( ( always[5,8] ( always[9,18] ( always[34,36] ( x_2 >= -0.4962 ) ) ) and eventually[21,35] ( ( always ( x_2 >= -0.6747 ) or not ( x_1 >= -0.7419 ) ) ) ) and always[1,inf] ( ( always[10,inf] ( not ( x_2 <= 1.6202 ) ) or ( ( x_2 <= -0.4578 until[3,inf] x_1 <= -0.4636 ) and always[27,29] ( x_2 <= -0.741 ) ) ) ) ) )"
"(x_0<=-0.7877until[24,34]x_0<=-1.0287)until[18,32](x_0<=-0.2877andx_0<=-0.282))","eventually[34,inf] ( not ( ( not ( ( not ( x_0 >= -1.6939 ) and always[32,35] ( x_0 >= -0.4724 ) ) ) or eventually[8,32] ( ( eventually[10,13] ( x_1 >= -0.6438 ) until[5,inf] always[3,inf] ( x_2 <= 1.1053 ) ) ) ) ) )"
"(x_1>= 0.2814until[24,34]x_1>= 0.2887)until[18,28](x_1>= 0.2887andx_1>= 0.2882))","( eventually ( ( not ( not ( ( x_1 >= 0.8784 and x_1 <= -0.7007 ) ) ) until[34,36] ( eventually[8,inf] ( eventually ( x_0 >= 1.1424 ) ) or ( not ( x_1 >= 0.7169 ) until[0,27] not ( x_0 <= 1.4218 ) ) ) ) ) until[27,inf] eventually[0,inf] ( not ( not ( not ( ( x_1 <= -1.4261 or x_1 >= -0.9216 ) ) ) ) ) )"
"(((x_1<= 0.2877orx_2>= 0.288)or(x_1>= 0.2864orx_2>= 0.2887))or((x_1<= 0.2864orx_2<= 0.282)or(x_2<= 0.2864until[22,34]x_2<= 0.288)))or(((x_1<= 0.2874until[22,34]x_2<= 0.288)or(x_2<= 0.2873orx_2<=-0.2822))or((x_2<= 0.2871until[24,36]x_2<=-0.2822)or(x_1<=-0.2877orx_1<=-0.2828))))","( not ( ( ( ( ( x_1 <= 0.3695 and x_1 >= -0.8218 ) or ( x_0 >= -0.7589 until[7,36] x_0 <= -0.2554 ) ) or ( ( x_0 >= 0.0642 or x_2 >= -0.9223 ) or ( x_1 <= 1.657 until[34,36] x_1 >= 0.5163 ) ) ) and ( always[16,inf] ( ( x_2 >= 0.8932 and x_0 <= -0.3539 ) ) or always[28,34] ( ( x_1 >= 0.0833 until[9,inf] x_2 <= 0.0987 ) ) ) ) ) or ( always[28,inf] ( always[30,34] ( ( ( x_1 >= 1.2849 and x_2 >= 0.2017 ) or ( x_0 >= -0.1188 or x_2 >= -1.4763 ) ) ) ) and not ( eventually[34,36] ( ( always[31,inf] ( x_1 <= 0.6028 ) or always[8,17] ( x_2 >= -0.5883 ) ) ) ) ) )"
"(((x_2<= 0.1557orx_2<= 0.2284)or(x_2<= 0.2814orx_2<= 0.2822))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2214until[22,34]x_2<= 0.2822)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2722)or(x_2<= 0.2711andx_2<= 0.2722))or((x_2<= 0.2711until[22,34]x_2<= 0.2722)or(x_2<= 0.2711andx_2<= 0.2822))))","eventually[29,36] ( not ( not ( not ( not ( eventually[10,inf] ( x_2 <= 0.3256 ) ) ) ) ) )"
"(((x_2<= 0.1857orx_2<=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2834until[28,32]x_2>=-0.288)))until[12,28]not(((x_2<=-0.2873orx_2<=-0.288)or(x_2<=-0.2813orx_2<=-0.2882))))","not ( ( ( not ( ( ( x_1 >= 0.9844 until[14,24] x_2 >= 0.3614 ) until[30,inf] ( x_0 >= -0.6972 or x_1 >= -0.1495 ) ) ) until[8,25] ( ( eventually ( x_2 <= -0.5115 ) or ( x_2 <= 1.0095 and x_1 <= -0.6036 ) ) until not ( ( x_2 >= -0.7147 and x_2 >= 1.3832 ) ) ) ) and ( not ( eventually[14,19] ( not ( x_1 <= 0.3072 ) ) ) or always[21,36] ( ( ( x_0 <= 0.3706 and x_0 >= 1.5803 ) or eventually[6,31] ( x_1 >= -0.535 ) ) ) ) ) )"
"(((x_1<=-0.2887orx_1<=-0.2888)or(x_1<=-0.2887orx_1<=-0.2888))until[22,34]((x_1<=-0.2887orx_1<=-0.288)or(x_1<=-0.2883orx_1<=-0.288)))or(((x_1<=-0.2888orx_2<=-0.2888)or(x_1<=-0.2883orx_1<=-0.2888))until[24,36]((x_1<=-0.2888orx_1<=-0.2888)or(x_1<=-0.2887orx_1<=-0.2888))))","always[29,32] ( eventually[17,inf] ( ( ( eventually ( not ( x_1 >= -0.5455 ) ) or ( always ( x_2 <= -0.5109 ) and ( x_1 <= -1.2701 and x_1 <= -0.7021 ) ) ) and not ( not ( always[28,34] ( x_0 >= -0.8275 ) ) ) ) ) )"
"(((x_1<= 0.2274orx_2>= 0.2287)or(x_1>= 0.2264orx_2>= 0.2228))or((x_1<= 0.2284orx_2<= 0.222)or(x_2<= 0.2284until[22,34]x_2<= 0.282)))or(((x_1<= 0.2874until[22,34]x_2<= 0.282)or(x_2<= 0.2813andx_2<=-0.2822))or((x_2<= 0.2818until[22,34]x_2<=-0.2822)or(x_1<=-0.2811andx_2<=-0.2822))))","eventually ( ( not ( ( ( ( x_0 >= -0.2476 and x_2 <= 0.003 ) until[2,25] ( x_1 <= 2.0431 or x_0 <= 1.01 ) ) and ( ( x_1 >= 0.368 until[6,21] x_1 <= 0.1851 ) and eventually[12,16] ( x_0 >= 0.6567 ) ) ) ) until[30,35] ( not ( eventually[9,24] ( ( x_0 <= 0.616 and x_1 <= 0.6284 ) ) ) or not ( ( ( x_2 <= -0.6355 or x_0 <= -1.4526 ) until[29,36] ( x_1 >= -1.159 and x_1 >= 0.9999 ) ) ) ) ) )"
"(x_1>=-0.7874until[24,34]x_0>=-0.7887)until[18,32](x_1>=-0.2877andx_1>=-0.288))","not ( eventually[21,36] ( not ( ( not ( ( x_2 <= 0.7389 until[2,34] x_1 >= -1.0097 ) ) until[18,inf] ( ( x_1 >= 0.3015 and x_1 <= -1.7057 ) and ( x_1 <= -1.4252 and x_0 >= 1.0769 ) ) ) ) ) )"
"(((x_2<= 0.1877orx_2<=-0.288)or(x_2<=-0.2864orx_2>=-0.2887))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2871until[24,36]x_2<=-0.2822)or(x_2<=-0.2877orx_2<=-0.2887))))","always[14,inf] ( not ( not ( ( ( ( x_2 >= -0.8842 until x_2 <= -0.712 ) and eventually[32,35] ( x_1 <= -0.4746 ) ) or ( ( x_2 >= 0.2336 or x_1 >= 0.0084 ) until[12,23] ( x_0 <= -0.2492 or x_0 >= -0.2344 ) ) ) ) ) )"
"(((x_2<=-0.2877orx_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2887))until[22,34]((x_2<=-0.2871orx_2<=-0.282)and(x_2<=-0.2813orx_2<=-0.288)))until[12,28](((x_2<=-0.2873orx_2<=-0.2882)and(x_2<=-0.2813orx_2<=-0.2882))and((x_2<=-0.2811andx_2<=-0.2822)and(x_2<=-0.2871orx_2<=-0.2822))))","( ( eventually[5,28] ( ( ( not ( x_1 <= 0.7057 ) or not ( x_0 >= 1.3171 ) ) and not ( not ( x_2 <= -0.6837 ) ) ) ) until eventually[29,33] ( not ( not ( ( x_2 <= -1.9263 and x_2 <= 0.1493 ) ) ) ) ) until[22,inf] not ( not ( always[15,inf] ( eventually ( ( x_2 <= 0.0482 and x_1 >= 0.5636 ) ) ) ) ) )"
"((((x_0<= 0.2864andx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2828))or((x_2<=-0.2864orx_2<=-0.222)or(x_2<=-0.2284until[22,34]x_2<=-0.282)))or(((x_2<=-0.2814until[22,34]x_2<=-0.282)or(x_2<=-0.2813andx_2<=-0.2822))or((x_2<=-0.2811until[24,36]x_2<=-0.2822)and(x_2<=-0.2811andx_2<=-0.2822))))or((((x_2<= 0.2899until[22,34]x_2<=-0.2888)and(x_2<=-0.2899andx_2<=-0.2828))or((x_2<= 0.2899andx_2<=-0.2889)and(x_2<=-0.2899andx_2<=-0.2829)))))","( not ( ( eventually ( ( not ( x_1 >= 0.8813 ) or eventually[21,inf] ( x_2 <= 1.4193 ) ) ) and ( eventually ( ( x_1 >= -0.1463 and x_0 <= -1.2891 ) ) until[4,6] eventually[21,36] ( ( x_2 >= 0.4334 until[10,26] x_1 <= 1.8979 ) ) ) ) ) or not ( ( always[13,29] ( eventually[5,22] ( eventually[12,inf] ( x_1 >= -2.8045 ) ) ) and ( ( ( x_2 >= 0.7247 or x_2 <= -1.3683 ) until[29,31] not ( x_1 <= 0.3327 ) ) until[32,34] ( ( x_1 >= -1.4471 or x_0 >= -0.6424 ) and ( x_1 >= -0.137 until[31,36] x_2 >= -0.0059 ) ) ) ) ) )"
"(x_1>= 0.7284andx_1>= 1.0227)until[14,28](x_1>= 0.2287andx_1>= 0.2222))","( ( not ( always[21,23] ( ( eventually[1,3] ( x_0 >= -0.3205 ) until[4,14] ( x_2 <= 1.1648 until[8,23] x_1 <= 0.3116 ) ) ) ) and ( ( not ( eventually[4,25] ( x_0 <= 0.3438 ) ) until[23,26] ( ( x_1 <= 0.0504 until[14,31] x_0 >= -0.5683 ) and ( x_2 >= -0.5935 until[14,23] x_0 <= -0.7907 ) ) ) or always[29,35] ( not ( not ( x_1 >= -0.3485 ) ) ) ) ) and eventually ( not ( ( ( ( x_2 >= 0.0273 or x_2 <= 1.4145 ) and ( x_0 >= -0.2007 and x_0 >= -1.5895 ) ) or ( not ( x_1 >= 1.9331 ) or ( x_1 >= -0.2165 or x_2 >= 0.7652 ) ) ) ) ) )"
"lways[24,34]((((x_0<=-0.2877orx_2<=-0.2887)until[22,34](x_0<=-0.2887orx_2<=-0.2882))or((x_2<=-0.2884orx_2<=-0.288)or(x_2<=-0.2884orx_2<=-0.2882))))","not ( not ( ( eventually[7,inf] ( not ( eventually[25,28] ( x_0 >= -0.0935 ) ) ) until[20,30] ( ( ( x_0 <= -1.1275 or x_2 >= -2.0782 ) and always[20,24] ( x_2 <= 1.1708 ) ) or ( ( x_1 <= -0.0421 or x_2 >= 1.0568 ) and ( x_2 <= -0.2108 or x_0 >= 0.1627 ) ) ) ) ) )"
"(x_0>= 0.7874until[24,34]x_0>= 1.0287)and(x_1>= 0.2814until[28,32]x_0>= 0.282))","( ( ( always[12,17] ( not ( ( x_1 <= -0.7175 until[30,inf] x_1 >= -1.4987 ) ) ) until[4,8] ( always[29,34] ( ( x_2 <= 0.7042 and x_0 <= 0.2528 ) ) or ( ( x_0 <= -0.0237 until[26,33] x_0 <= 0.706 ) or ( x_1 >= 2.1074 and x_1 >= -1.2528 ) ) ) ) or ( eventually[16,21] ( ( not ( x_0 >= -1.0107 ) until not ( x_2 <= -0.5376 ) ) ) until[27,inf] ( ( ( x_0 >= 1.0613 until[0,27] x_2 <= 1.7582 ) until[8,22] always ( x_2 <= -1.5729 ) ) and ( not ( x_0 <= 2.213 ) or ( x_2 <= 0.5048 and x_1 >= -1.27 ) ) ) ) ) and always ( not ( not ( eventually[15,19] ( ( x_0 >= 1.1034 or x_2 >= 1.7343 ) ) ) ) ) )"
"(((x_0>= 0.2877until[24,34]x_0>= 0.2877)or(x_0>= 0.2864orx_2>= 0.282))or((x_0<= 0.2814until[22,34]x_2<= 0.282)or(x_0<= 0.281orx_2>= 0.282)))or(((x_2<= 0.281orx_2<= 0.288)or(x_2>= 0.281orx_2>= 0.282))or((x_2>= 0.281orx_2<= 0.288)until[24,36](x_2>= 0.281orx_2>=-0.288))))","( always[30,inf] ( ( eventually[28,31] ( not ( always ( x_0 >= 1.114 ) ) ) or always[29,36] ( ( not ( x_2 <= 0.5017 ) and not ( x_2 <= 0.5619 ) ) ) ) ) or not ( always[26,35] ( not ( not ( ( x_0 <= 0.4964 until[11,27] x_0 >= 0.4869 ) ) ) ) ) )"
"(((x_0<= 0.2277orx_2>= 0.228)or(x_2>= 0.2864orx_2>= 0.2828))or((x_2>= 0.2814orx_2<= 0.222)or(x_2>= 0.2284until[22,34]x_2<= 0.282)))or(((x_2<= 0.287orx_2<= 0.222)or(x_2>= 0.281andx_2>= 0.222))or((x_2>= 0.271andx_2<= 0.282)until[24,34](x_2>= 0.281orx_2>= 0.282))))","always[15,22] ( ( not ( eventually ( ( ( x_2 <= 0.0335 and x_0 >= 1.4448 ) until[9,inf] not ( x_1 <= 1.3084 ) ) ) ) or not ( eventually[27,31] ( always[29,36] ( not ( x_1 <= 0.2834 ) ) ) ) ) )"
"(((x_0<= 0.2877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2871until[24,36]x_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2887))))","not ( ( ( always[11,inf] ( not ( always[5,9] ( x_0 >= 0.8333 ) ) ) or eventually[10,24] ( ( not ( x_0 >= 0.6454 ) and ( x_2 <= -0.4919 and x_1 >= -0.3141 ) ) ) ) until[13,18] ( not ( ( eventually[3,inf] ( x_2 <= -1.6171 ) or always ( x_2 >= 0.7188 ) ) ) and not ( not ( ( x_0 >= 0.2704 or x_0 <= 0.6461 ) ) ) ) ) )"
"((((x_2<=-0.2877until[24,34]x_2<=-0.2877)or(x_2<=-0.2874orx_2<=-0.2828))or((x_2<=-0.2814orx_2<=-0.222)or(x_2<=-0.2284until[22,34]x_2<=-0.282)))or(((x_2<=-0.2874until[22,34]x_2<=-0.282)or(x_2<=-0.2813andx_2<=-0.2822))or((x_2<=-0.2817until[22,34]x_2<=-0.2822)and(x_2<=-0.2871andx_2<=-0.2822))))oralways[22,34](always[12,29](((x_2<=-0.2799andx_2<=-0.2828)and(x_2<=-0.2899andx_2<=-0.2828)))))","always[32,36] ( ( always ( ( not ( not ( x_0 <= 1.0235 ) ) until[32,34] ( ( x_2 <= 2.2676 until x_2 <= 0.6937 ) or eventually[3,28] ( x_2 <= 0.5888 ) ) ) ) or not ( ( not ( always[19,22] ( x_2 >= 0.1272 ) ) and not ( not ( x_1 <= -0.5754 ) ) ) ) ) )"
"(((x_0<= 0.2877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2871until[24,36]x_2<=-0.2882)or(x_2<=-0.2871orx_2<=-0.2887))))","not ( ( ( not ( ( ( x_1 <= -0.5879 and x_1 >= 1.69 ) and ( x_1 <= 1.1959 and x_1 >= 0.9629 ) ) ) until[2,10] ( eventually[11,15] ( ( x_1 >= -0.8267 until[16,18] x_1 <= 0.2046 ) ) or not ( eventually[17,26] ( x_0 <= -1.6292 ) ) ) ) and ( eventually[27,36] ( ( ( x_2 <= 0.3063 and x_1 <= 1.8157 ) or always[33,35] ( x_2 >= 1.0261 ) ) ) and eventually ( eventually[12,inf] ( eventually[26,32] ( x_0 <= 0.7179 ) ) ) ) ) )"
"(((x_2<= 0.2884orx_2>=-0.2882)and(x_2>=-0.2884orx_2>=-0.2888))until[22,34]((x_2<=-0.2814orx_2<=-0.2882)and(x_2<=-0.2813orx_2<=-0.2882)))and(((x_2<= 0.2814andx_2<=-0.2882)and(x_2<= 0.2813orx_2<=-0.2882))until[14,32]((x_2<= 0.2811andx_2<=-0.2822)and(x_2<=-0.2819orx_2<=-0.2882))))","( eventually[0,inf] ( not ( not ( ( ( x_2 >= 1.4901 until[23,inf] x_0 <= -1.0751 ) and not ( x_0 >= -0.0057 ) ) ) ) ) until[1,32] eventually[2,inf] ( not ( ( ( always ( x_2 >= 0.3169 ) or not ( x_2 <= -0.1566 ) ) or ( not ( x_1 >= -0.3005 ) or always[30,34] ( x_2 >= 0.8321 ) ) ) ) ) )"
"ventually[24,34]((x_0<=-0.1274until[24,34]x_0<=-0.2227))","( ( always[14,inf] ( not ( always ( always[2,33] ( x_0 >= -0.0895 ) ) ) ) or ( ( ( not ( x_1 <= 1.015 ) until[0,20] always[14,26] ( x_0 <= -1.4695 ) ) and ( always[12,19] ( x_2 <= 0.5512 ) and not ( x_0 <= 0.6041 ) ) ) or ( ( not ( x_2 <= -0.2317 ) until[13,21] always ( x_0 <= -0.1557 ) ) and ( ( x_1 <= 1.4896 or x_2 <= -0.1251 ) until[18,inf] always[2,inf] ( x_0 >= -0.4478 ) ) ) ) ) until not ( not ( eventually[0,25] ( not ( ( x_1 >= 1.2368 and x_1 >= 0.3124 ) ) ) ) ) )"
"(((x_1<=-0.2877orx_1>=-0.288)or(x_1>=-0.2864orx_1>=-0.2887))until[22,34]((x_1>=-0.2863orx_1>=-0.288)or(x_1>=-0.2834orx_1>=-0.288)))or(((x_1<=-0.2874until[22,34]x_2<=-0.288)or(x_1<=-0.2873orx_1<=-0.2882))until[24,36]((x_1<=-0.2871orx_1<=-0.2828)or(x_1<=-0.2877orx_1<=-0.2887))))","( ( always[12,14] ( not ( ( ( x_0 >= -1.5827 or x_1 <= -0.5082 ) and eventually[15,31] ( x_1 <= -0.3245 ) ) ) ) and ( ( ( eventually[1,16] ( x_2 >= 0.5181 ) or ( x_0 >= -0.0904 or x_1 <= -0.4895 ) ) or eventually[19,28] ( ( x_2 <= -0.8713 until[23,29] x_2 >= 1.4121 ) ) ) or ( ( not ( x_1 <= 1.8625 ) or ( x_1 >= -1.2543 or x_2 <= -0.1719 ) ) or ( always[22,30] ( x_2 >= 0.4929 ) or always[2,29] ( x_1 <= 2.2329 ) ) ) ) ) until[8,21] always ( not ( not ( ( not ( x_1 >= 1.3453 ) or not ( x_0 <= -0.4548 ) ) ) ) ) )"
"(x_0<=-0.7877until[24,34]x_0<=-1.0287)until[18,32](x_0<=-0.2877andx_0<=-0.282))","( ( ( ( eventually[11,13] ( ( x_0 <= -1.9343 or x_1 <= 0.8325 ) ) and not ( ( x_1 <= 0.04 or x_0 >= 0.6632 ) ) ) until[23,25] ( ( ( x_2 <= 0.1044 until x_1 <= 0.8025 ) and ( x_1 >= -1.4494 or x_2 <= 0.5171 ) ) until[10,25] ( ( x_1 >= -0.301 until[5,19] x_1 >= 0.1202 ) and ( x_0 >= -0.2481 or x_0 >= -0.4519 ) ) ) ) or always[16,20] ( eventually[32,35] ( ( not ( x_0 <= -0.5865 ) and ( x_2 <= -1.1204 or x_2 <= 1.3327 ) ) ) ) ) and eventually[3,inf] ( eventually ( always[24,35] ( ( not ( x_0 >= -1.563 ) and ( x_0 <= -0.7234 or x_0 <= -0.1005 ) ) ) ) ) )"
"(((x_2<= 0.2877orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.2888))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.288)))until[12,25]not(((x_2<=-0.2874orx_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.2882))))","eventually[17,35] ( ( ( not ( eventually[1,3] ( always[24,29] ( x_1 >= -1.8076 ) ) ) and ( eventually[9,16] ( always[17,inf] ( x_1 >= 0.1079 ) ) and ( eventually[1,23] ( x_0 >= 0.9621 ) or ( x_1 <= 1.4261 or x_2 >= -0.0671 ) ) ) ) or always[10,13] ( not ( ( ( x_2 <= -0.0889 and x_2 <= -0.6146 ) or not ( x_1 <= 0.4673 ) ) ) ) ) )"
"(((x_2<= 0.2274orx_2<=-0.228)or(x_2<=-0.2274orx_2>=-0.2227))or((x_2<=-0.2274until[22,34]x_2<=-0.222)or(x_2<=-0.2274until[22,34]x_2<=-0.282)))or(((x_2<=-0.2774until[22,34]x_2<=-0.2222)or(x_2<=-0.2711until[22,34]x_2<=-0.2722))or((x_2<=-0.2871andx_2<=-0.2822)until[22,34](x_2<=-0.2871andx_2<=-0.2822))))","always[20,26] ( not ( ( ( ( eventually[15,30] ( x_1 >= -0.0556 ) or eventually[22,29] ( x_1 <= -0.2418 ) ) or ( not ( x_1 >= 0.483 ) and ( x_1 >= -0.6606 and x_0 <= -1.5367 ) ) ) until[18,34] eventually[1,inf] ( not ( ( x_2 >= -1.7397 or x_1 <= 1.4093 ) ) ) ) ) )"
"(((x_0<=-0.1864orx_2>=-0.2884)or(x_2>=-0.2864orx_2>=-0.2888))until[22,34]((x_2<=-0.2863orx_2<=-0.2882)and(x_2<=-0.2834orx_2<=-0.2882)))until[12,28]not(((x_2<=-0.2863orx_2<=-0.2882)or(x_2>=-0.2883orx_2>=-0.2882))))","( eventually ( always[19,31] ( ( eventually[2,16] ( ( x_0 >= -0.8729 or x_2 >= 0.6615 ) ) until not ( ( x_1 <= -0.684 or x_0 >= -0.104 ) ) ) ) ) until[12,inf] eventually[0,11] ( not ( not ( ( ( x_1 <= 0.7346 or x_0 <= 0.5043 ) and not ( x_2 <= -0.2543 ) ) ) ) ) )"
"(((x_1<= 0.2887orx_1<= 0.2888)or(x_1<= 0.2884orx_1<= 0.2888))or((x_1<= 0.2884orx_1<= 0.282)or(x_1<= 0.2884orx_1<= 0.288)))until[22,34]not(not((x_1>= 0.2884orx_1>= 0.2822))))","eventually[31,36] ( ( ( ( always ( always[15,33] ( x_2 <= 0.4496 ) ) or ( ( x_0 <= 0.0199 or x_2 <= -1.5304 ) until[22,26] ( x_2 <= -1.1049 or x_1 >= -1.2733 ) ) ) and eventually ( ( not ( x_1 >= -0.0386 ) until ( x_0 <= -0.3471 until[17,34] x_1 <= -1.3748 ) ) ) ) or always ( eventually ( not ( always[5,18] ( x_1 >= 0.249 ) ) ) ) ) )"
